word1           word2           human      Lin                  Resnik               Word2Vec            
midday          noon                  9.29 10.00000000000 11.06440253140    6.871417164802551
furnace         stove                 8.79 2.28138089250 2.30584873145   5.5769407749176025
food            fruit                 7.52 1.27953712297 0.80175911495    4.265903830528259
bird            cock                   7.1 0.93878624117 0.80175911495   2.4072743952274323
bird            crane                 7.38 2.18572591514 2.22415047123    2.928224205970764
tool            implement             6.46 9.47154279580 5.87738923441   2.8668057918548584
brother         monk                  6.27 2.48628174807 2.33354524374   3.1264477968215942
crane           implement             2.69 1.65146329358 1.53183374322 -0.10687382891774178
lad             brother               4.46 2.52850295148 2.33354524374   1.4060160517692566
journey         car                   5.85 -0.00000000000 -0.00000000000   1.8454401195049286
monk            oracle                 5.0 2.25652216528 2.33354524374 -0.47225601971149445
cemetery        woodland              2.08 1.23440843782 1.29002568096    3.070249557495117
food            rooster               4.42 0.91931860932 0.80175911495  0.39064932614564896
coast           hill                  4.38 5.99113162882 5.88468103077   1.6543269157409668
forest          graveyard             1.85 -0.00000000000 -0.00000000000   1.1173494905233383
shore           woodland              3.08 1.35582996963 1.29002568096   1.3970080018043518
monk            slave                 0.92 2.54310820194 2.33354524374    0.885525718331337
coast           forest                3.15 -0.00000000000 -0.00000000000   2.9157614707946777
lad             wizard                0.92 2.55091466176 2.33354524374    2.029847651720047
chord           smile                 0.54 0.55505912528 0.59622920790   1.0053610801696777
glass           magician              2.08 0.74478428768 0.80175911495   0.5961593985557556
noon            string                0.54 -0.00000000000 -0.00000000000  -0.0703904777765274
rooster         voyage                0.62 -0.00000000000 -0.00000000000 -0.39766769856214523
money           dollar                8.42 3.07365961103 2.69110280536    4.432289302349091
money           currency              9.04 8.63502335339 6.25493188190   3.6626631021499634
money           wealth                8.27 0.68045814629 0.59622920790    4.856671690940857
money           property              7.57 0.79821530897 0.59622920790   3.9373940229415894
money           possession            7.29 0.70504427965 0.59622920790    2.418728321790695
money           bank                   8.5 -0.00000000000 -0.00000000000    4.363053739070892
money           deposit               7.73 -0.00000000000 -0.00000000000    3.629535138607025
money           withdrawal            6.88 0.57561656872 0.59622920790    2.071354389190674
money           laundering            5.65 0.58372262034 0.59622920790   4.7367629408836365
money           operation             3.31 0.72556438525 0.59622920790   2.8771620988845825
tiger           jaguar                 8.0 1.79453334682 2.22415047123   3.1860721111297607
tiger           feline                 8.0 2.12513441563 2.22415047123   1.5238100290298462
tiger           carnivore             7.08 2.20430709544 2.22415047123   0.3522181138396263
tiger           mammal                6.85 2.51682938471 2.22415047123   1.5199407935142517
tiger           animal                 7.0 2.58406002818 2.22415047123   3.2383760809898376
tiger           organism              4.77 3.06937589880 2.22415047123    0.241810604929924
tiger           fauna                 5.62 -0.00000000000 -0.00000000000   1.2435588240623474
tiger           zoo                   5.87 1.25398819588 1.53183374322    3.433603346347809
psychology      psychiatry            8.08 6.55229388382 7.18697097074    6.271507143974304
psychology      anxiety                7.0 0.59605797715 0.59622920790   2.2350893914699554
psychology      fear                  6.85 0.65786563368 0.59622920790   0.7612656056880951
psychology      depression            7.42 0.59382514065 0.59622920790    1.687995195388794
psychology      clinic                6.58 0.52692735278 0.59622920790   1.9826185703277588
psychology      doctor                6.42 -0.00000000000 -0.00000000000   2.6860591769218445
psychology      Freud                 8.21 -0.00000000000 -0.00000000000   3.3938854932785034
psychology      mind                  7.69 3.04017384195 2.64452085446   3.1606262922286987
psychology      health                7.23 0.60049798869 0.59622920790   2.3885363340377808
psychology      science               6.71 8.47459050574 7.18697097074    5.684469938278198
psychology      discipline            5.58 7.27561791092 5.58877614988   2.8028783202171326
psychology      cognition             7.48 4.25890847491 2.64452085446    4.412127137184143
planet          star                  8.45 8.74232079856 6.93190620321    3.734610676765442
planet          constellation         8.06 -0.00000000000 -0.00000000000    3.275790810585022
planet          moon                  8.08 7.80888236407 6.93190620321    4.963635206222534
planet          sun                   8.02 8.10438201669 6.93190620321   3.7813761830329895
planet          galaxy                8.11 -0.00000000000 -0.00000000000   4.5716336369514465
planet          space                 7.92 -0.00000000000 -0.00000000000    4.193218946456909
planet          astronomer            7.94 1.87390339844 1.53183374322    2.870871424674988
precedent       example               5.85 8.17098452534 8.07703850752    3.049669563770294
precedent       information           3.85 0.68772236842 0.59622920790   1.4406612515449524
precedent       cognition             2.81 3.68894848305 2.64452085446  0.48902489244937897
precedent       law                   6.65 0.59429651599 0.59622920790    3.732045292854309
precedent       collection             2.5 0.71210360284 0.59622920790   0.8415170013904572
precedent       group                 1.77 0.81965454112 0.59622920790  0.17252687364816666
precedent       antecedent            6.04 -0.00000000000 -0.00000000000   1.7536090314388275
cup             coffee                6.58 0.78322288820 0.80175911495   2.3093804717063904
cup             tableware             6.85 8.40241448422 7.49018598561  -0.4806434363126755
cup             article                2.4 2.57058534047 2.30584873145   0.6932426244020462
cup             artifact              2.92 3.64724995620 2.30584873145  -1.0705775022506714
cup             object                3.69 2.21873269332 1.29002568096 0.008396375924348831
cup             entity                2.15 -0.00000000000 -0.00000000000 0.008168350905179977
cup             drink                 7.25 -0.00000000000 -0.00000000000   2.5011026859283447
cup             food                   5.0 1.02671720156 0.80175911495   1.0727022588253021
cup             substance             1.92 1.12730727342 0.80175911495   0.5970926582813263
cup             liquid                 5.9 0.95549019378 0.80175911495   1.7288494110107422
jaguar          cat                   7.42 8.03649819481 8.66348153769   2.0211467146873474
jaguar          car                   7.27 1.52337208298 1.53183374322   3.9016440510749817
energy          secretary             1.81 1.02187408414 0.80175911495     2.60883629322052
secretary       senate                5.06 -0.00000000000 -0.00000000000    3.511750102043152
energy          laboratory            5.09 0.93421122581 0.80175911495   2.5554758310317993
computer        laboratory            6.78 1.33779599856 1.29002568096   3.7206149101257324
weapon          secret                6.06 -0.00000000000 -0.00000000000   3.3813226222991943
FBI             fingerprint           6.94 0.51338398831 0.59622920790     3.04060697555542
FBI             investigation         8.31 0.54368999233 0.59622920790      6.2556391954422
investigation   effort                4.59 1.96618091519 1.59275486361   3.8068658113479614
Mars            water                 2.94 0.81699209913 0.80175911495   1.8807090818881989
Mars            scientist             5.63 1.76288374028 1.53183374322    2.787550985813141
news            report                8.16 3.27322956129 2.61964384138    5.350134372711182
canyon          landscape             7.53 1.13820096523 1.29002568096   1.8751831352710724
image           surface               4.56 -0.00000000000 -0.00000000000   2.2894982993602753
discovery       space                 6.34 0.75301877826 0.59622920790    4.567443430423737
water           seepage               6.56 0.56022563516 0.59622920790   3.1824421882629395
sign            recess                2.38 0.52679886106 0.59622920790   0.9215088188648224
Wednesday       news                  2.22 0.65841878263 0.59622920790    5.298130512237549
mile            kilometer             8.66 5.77690086675 6.06067996413   7.6591455936431885
computer        news                  4.47 -0.00000000000 -0.00000000000   2.2970017790794373
territory       surface               5.34 2.59988229559 1.29002568096   1.9156049191951752
atmosphere      landscape             3.69 -0.00000000000 -0.00000000000   2.7286499738693237
president       medal                  3.0 -0.00000000000 -0.00000000000   1.6065087914466858
war             troops                8.13 0.71053359140 0.59622920790   5.1422542333602905
record          number                6.31 0.84488488607 0.59622920790   3.3601921796798706
skin            eye                   6.22 4.90235566241 4.40224945514   4.8816752433776855
Japanese        American               6.5 6.92894732810 6.10342444391    4.020441770553589
theater         history               3.91 -0.00000000000 -0.00000000000   2.8217098116874695
volunteer       motto                 2.56 -0.00000000000 -0.00000000000     2.21962109208107
prejudice       recognition            3.0 0.55108992416 0.59622920790   1.3796430826187134
decoration      valor                 5.63 -0.00000000000 -0.00000000000    4.478277564048767
century         year                  7.59 4.84138415803 3.80037238850   3.3033132553100586
century         nation                3.16 0.77187701127 0.59622920790    3.139500617980957
delay           racism                1.19 0.00000000000 0.59622920790   0.8707168698310852
delay           news                  3.31 0.72008641833 0.59622920790   2.0170387625694275
minister        party                 6.63 -0.00000000000 -0.00000000000   4.0675219893455505
peace           plan                  4.75 0.76043227094 0.59622920790     4.27336722612381
minority        peace                 3.69 0.57449887572 0.59622920790    2.028040587902069
attempt         peace                 4.25 0.76753835247 0.59622920790   2.9296213388442993
government      crisis                6.56 0.74352656735 0.59622920790    4.442901611328125
deployment      departure             4.25 2.11552713710 2.33223775508   3.3039620518684387
deployment      withdrawal            5.88 1.71870733104 2.33223775508    5.547027587890625
energy          crisis                5.94 -0.00000000000 -0.00000000000   3.4184563159942627
announcement    news                  7.56 4.20052002683 3.84781542124    4.760009050369263
announcement    effort                2.75 0.72721416461 0.59622920790    3.231061100959778
stroke          hospital              7.03 -0.00000000000 -0.00000000000    2.915303111076355
disability      death                 5.47 0.64582122911 0.59622920790   2.4719834327697754
victim          emergency             6.47 -0.00000000000 -0.00000000000   2.0126819610595703
treatment       recovery              7.91 2.15643704364 2.03632771779   2.8247693181037903
journal         association           4.97 0.69835014604 0.59622920790    3.204101324081421
doctor          personnel              5.0 -0.00000000000 -0.00000000000   1.6195932030677795
doctor          liability             5.19 -0.00000000000 -0.00000000000   0.7549694925546646
liability       insurance             7.03 0.51993526567 0.59622920790    5.340592861175537
school          center                3.44 -0.00000000000 -0.00000000000     3.33310067653656
reason          hypertension          2.31 0.57588602641 0.59622920790   0.7661744207143784
reason          criterion             5.91 0.88660380556 0.59622920790   1.7658376693725586

Mean Squared Errors
Lin method error: 20.87
Resnick method error: 20.74
Vector-based method error: 10.38
